APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name,quarter,combination_label
Malkapur,green gram,2015,April,4,5750,7775,7013.0,2015-04-01,Buldhana,Maharashtra,2,Malkapur:green gram
Malkapur,green gram,2015,May,67,6776,7254,7095.0,2015-05-01,Buldhana,Maharashtra,2,Malkapur:green gram
Malkapur,green gram,2015,June,146,6502,7159,6958.0,2015-06-01,Buldhana,Maharashtra,2,Malkapur:green gram
Malkapur,green gram,2015,July,36,6534,7247,7099.0,2015-07-01,Buldhana,Maharashtra,3,Malkapur:green gram
Malkapur,green gram,2015,August,478,5225,7314,6600.0,2015-08-01,Buldhana,Maharashtra,3,Malkapur:green gram
Malkapur,green gram,2015,September,3242,6690,8187,7653.0,2015-09-01,Buldhana,Maharashtra,3,Malkapur:green gram
Malkapur,green gram,2015,October,1389,6716,9149,8466.0,2015-10-01,Buldhana,Maharashtra,4,Malkapur:green gram
Malkapur,green gram,2015,November,342,6617,8317,7889.0,2015-11-01,Buldhana,Maharashtra,4,Malkapur:green gram
Malkapur,green gram,2015,December,184,6068,7594,7155.0,2015-12-01,Buldhana,Maharashtra,4,Malkapur:green gram
Malkapur,green gram,2016,January,21,5490,6335,5670.0,2016-01-01,Buldhana,Maharashtra,1,Malkapur:green gram
Malkapur,green gram,2016,February,11,5592,6100,5592.0,2016-02-01,Buldhana,Maharashtra,1,Malkapur:green gram
Malkapur,green gram,2016,March,7,6750,6750,6750.0,2016-03-01,Buldhana,Maharashtra,1,Malkapur:green gram
Malkapur,green gram,2016,May,17,4175,5363,4531.0,2016-05-01,Buldhana,Maharashtra,2,Malkapur:green gram
Malkapur,green gram,2016,June,43,5121,5917,5300.0,2016-06-01,Buldhana,Maharashtra,2,Malkapur:green gram
Malkapur,green gram,2016,July,7,4550,5700,5450.0,2016-07-01,Buldhana,Maharashtra,3,Malkapur:green gram
Malkapur,green gram,2016,August,295,4412,4846,4735.0,2016-08-01,Buldhana,Maharashtra,3,Malkapur:green gram
Malkapur,green gram,2016,September,6798,4253,5116,4809.0,2016-09-01,Buldhana,Maharashtra,3,Malkapur:green gram
Malkapur,green gram,2016,October,2811,4119,5125,4779.0,2016-10-01,Buldhana,Maharashtra,4,Malkapur:green gram
Malkapur,green gram,2016,November,563,4367,4871,4706.0,2016-11-01,Buldhana,Maharashtra,4,Malkapur:green gram
Malkapur,pigeon pea (tur),2014,September,5897,3734,5061,4917.0,2014-09-01,Buldhana,Maharashtra,3,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2014,October,367,4303,5133,4925.0,2014-10-01,Buldhana,Maharashtra,4,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2014,November,169,4350,5017,4883.0,2014-11-01,Buldhana,Maharashtra,4,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2014,December,26,3750,4428,4283.0,2014-12-01,Buldhana,Maharashtra,4,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2015,January,399,3911,4667,4397.0,2015-01-01,Buldhana,Maharashtra,1,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2015,February,7765,4483,5570,5358.0,2015-02-01,Buldhana,Maharashtra,1,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2015,March,7104,4746,6176,5803.0,2015-03-01,Buldhana,Maharashtra,1,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2015,April,10235,4847,6906,6403.0,2015-04-01,Buldhana,Maharashtra,2,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2015,May,16842,5169,7286,6730.0,2015-05-01,Buldhana,Maharashtra,2,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2015,June,8549,5037,7305,6741.0,2015-06-01,Buldhana,Maharashtra,2,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2015,July,2918,5525,7468,6767.0,2015-07-01,Buldhana,Maharashtra,3,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2015,August,2104,6113,9162,8093.0,2015-08-01,Buldhana,Maharashtra,3,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2015,September,843,6177,9473,7937.0,2015-09-01,Buldhana,Maharashtra,3,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2015,October,361,7270,10311,9567.0,2015-10-01,Buldhana,Maharashtra,4,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2015,November,86,6554,8892,8373.0,2015-11-01,Buldhana,Maharashtra,4,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2015,December,9380,6719,9526,8644.0,2015-12-01,Buldhana,Maharashtra,4,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2016,January,58713,7740,9225,8821.0,2016-01-01,Buldhana,Maharashtra,1,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2016,February,23886,7569,8507,8238.0,2016-02-01,Buldhana,Maharashtra,1,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2016,March,16675,7671,8491,8212.0,2016-03-01,Buldhana,Maharashtra,1,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2016,April,21344,7947,9210,8752.0,2016-04-01,Buldhana,Maharashtra,2,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2016,May,18413,8051,9071,8727.0,2016-05-01,Buldhana,Maharashtra,2,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2016,June,15183,7972,12506,8804.0,2016-06-01,Buldhana,Maharashtra,2,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2016,July,7359,7653,8513,8262.0,2016-07-01,Buldhana,Maharashtra,3,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2016,August,9383,5808,6672,6386.0,2016-08-01,Buldhana,Maharashtra,3,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2016,September,7763,5958,6905,6659.0,2016-09-01,Buldhana,Maharashtra,3,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2016,October,4865,5867,6613,6422.0,2016-10-01,Buldhana,Maharashtra,4,Malkapur:pigeon pea (tur)
Malkapur,pigeon pea (tur),2016,November,1626,5260,5998,5737.0,2016-11-01,Buldhana,Maharashtra,4,Malkapur:pigeon pea (tur)
Malkapur,black gram,2014,September,25,3725,4435,4298.0,2014-09-01,Buldhana,Maharashtra,3,Malkapur:black gram
Malkapur,black gram,2014,October,133,4308,5233,4752.0,2014-10-01,Buldhana,Maharashtra,4,Malkapur:black gram
Malkapur,black gram,2014,November,91,4313,5468,5171.0,2014-11-01,Buldhana,Maharashtra,4,Malkapur:black gram
Malkapur,black gram,2014,December,24,4833,5275,5183.0,2014-12-01,Buldhana,Maharashtra,4,Malkapur:black gram
Malkapur,black gram,2015,January,26,5615,5829,5766.0,2015-01-01,Buldhana,Maharashtra,1,Malkapur:black gram
Malkapur,black gram,2015,February,14,4975,5325,5125.0,2015-02-01,Buldhana,Maharashtra,1,Malkapur:black gram
Malkapur,black gram,2015,March,9,5583,5670,5583.0,2015-03-01,Buldhana,Maharashtra,1,Malkapur:black gram
Malkapur,black gram,2015,April,3,6350,6400,6350.0,2015-04-01,Buldhana,Maharashtra,2,Malkapur:black gram
Malkapur,black gram,2015,May,15,7169,7238,7194.0,2015-05-01,Buldhana,Maharashtra,2,Malkapur:black gram
Malkapur,black gram,2015,June,17,7129,7575,7396.0,2015-06-01,Buldhana,Maharashtra,2,Malkapur:black gram
Malkapur,black gram,2015,July,10,7088,7269,7113.0,2015-07-01,Buldhana,Maharashtra,3,Malkapur:black gram
Malkapur,black gram,2015,August,9,5483,5993,5542.0,2015-08-01,Buldhana,Maharashtra,3,Malkapur:black gram
Malkapur,black gram,2015,September,751,7574,9083,8405.0,2015-09-01,Buldhana,Maharashtra,3,Malkapur:black gram
Malkapur,black gram,2015,October,556,7608,12021,9880.0,2015-10-01,Buldhana,Maharashtra,4,Malkapur:black gram
Malkapur,black gram,2015,November,99,8263,10998,10038.0,2015-11-01,Buldhana,Maharashtra,4,Malkapur:black gram
Malkapur,black gram,2015,December,77,7368,10107,9323.0,2015-12-01,Buldhana,Maharashtra,4,Malkapur:black gram
Malkapur,black gram,2016,January,10,9469,10019,9469.0,2016-01-01,Buldhana,Maharashtra,1,Malkapur:black gram
Malkapur,black gram,2016,February,1,9200,9200,9200.0,2016-02-01,Buldhana,Maharashtra,1,Malkapur:black gram
Malkapur,black gram,2016,May,8,9167,11183,9167.0,2016-05-01,Buldhana,Maharashtra,2,Malkapur:black gram
Malkapur,black gram,2016,June,34,11309,11716,11684.0,2016-06-01,Buldhana,Maharashtra,2,Malkapur:black gram
Malkapur,black gram,2016,July,7,12000,12200,12000.0,2016-07-01,Buldhana,Maharashtra,3,Malkapur:black gram
Malkapur,black gram,2016,August,17,7213,8738,7928.0,2016-08-01,Buldhana,Maharashtra,3,Malkapur:black gram
Malkapur,black gram,2016,September,3019,6036,7438,6815.0,2016-09-01,Buldhana,Maharashtra,3,Malkapur:black gram
Malkapur,black gram,2016,October,2953,5304,7142,6607.0,2016-10-01,Buldhana,Maharashtra,4,Malkapur:black gram
Malkapur,black gram,2016,November,442,5508,7022,6557.0,2016-11-01,Buldhana,Maharashtra,4,Malkapur:black gram
Malkapur,soybean,2014,September,1145,2836,3331,3237.0,2014-09-01,Buldhana,Maharashtra,3,Malkapur:soybean
Malkapur,soybean,2014,October,4256,2782,3254,3140.0,2014-10-01,Buldhana,Maharashtra,4,Malkapur:soybean
Malkapur,soybean,2014,November,10075,2886,3315,3173.0,2014-11-01,Buldhana,Maharashtra,4,Malkapur:soybean
Malkapur,soybean,2014,December,2653,2873,3255,3173.0,2014-12-01,Buldhana,Maharashtra,4,Malkapur:soybean
Malkapur,soybean,2015,January,2470,2978,3298,3201.0,2015-01-01,Buldhana,Maharashtra,1,Malkapur:soybean
Malkapur,soybean,2015,February,1183,2963,3277,3188.0,2015-02-01,Buldhana,Maharashtra,1,Malkapur:soybean
Malkapur,soybean,2015,March,1443,2840,3204,3145.0,2015-03-01,Buldhana,Maharashtra,1,Malkapur:soybean
Malkapur,soybean,2015,April,2764,3274,3862,3731.0,2015-04-01,Buldhana,Maharashtra,2,Malkapur:soybean
Malkapur,soybean,2015,May,7702,3209,3864,3680.0,2015-05-01,Buldhana,Maharashtra,2,Malkapur:soybean
Malkapur,soybean,2015,June,7638,3002,3621,3398.0,2015-06-01,Buldhana,Maharashtra,2,Malkapur:soybean
Malkapur,soybean,2015,July,3511,2979,3378,3249.0,2015-07-01,Buldhana,Maharashtra,3,Malkapur:soybean
Malkapur,soybean,2015,August,2931,2938,3230,3161.0,2015-08-01,Buldhana,Maharashtra,3,Malkapur:soybean
Malkapur,soybean,2015,September,4194,2931,3305,3220.0,2015-09-01,Buldhana,Maharashtra,3,Malkapur:soybean
Malkapur,soybean,2015,October,43316,3053,3844,3615.0,2015-10-01,Buldhana,Maharashtra,4,Malkapur:soybean
Malkapur,soybean,2015,November,24049,3016,3919,3611.0,2015-11-01,Buldhana,Maharashtra,4,Malkapur:soybean
Malkapur,soybean,2015,December,10955,2870,3668,3415.0,2015-12-01,Buldhana,Maharashtra,4,Malkapur:soybean
Malkapur,soybean,2016,January,10694,2960,3654,3418.0,2016-01-01,Buldhana,Maharashtra,1,Malkapur:soybean
Malkapur,soybean,2016,February,8542,3108,3648,3513.0,2016-02-01,Buldhana,Maharashtra,1,Malkapur:soybean
Malkapur,soybean,2016,March,5560,3139,3727,3586.0,2016-03-01,Buldhana,Maharashtra,1,Malkapur:soybean
Malkapur,soybean,2016,April,4857,3225,3986,3813.0,2016-04-01,Buldhana,Maharashtra,2,Malkapur:soybean
Malkapur,soybean,2016,May,5905,3401,3989,3834.0,2016-05-01,Buldhana,Maharashtra,2,Malkapur:soybean
Malkapur,soybean,2016,June,5390,3463,4049,3742.0,2016-06-01,Buldhana,Maharashtra,2,Malkapur:soybean
Malkapur,soybean,2016,July,1925,3239,3621,3440.0,2016-07-01,Buldhana,Maharashtra,3,Malkapur:soybean
Malkapur,soybean,2016,August,2330,3145,3436,3368.0,2016-08-01,Buldhana,Maharashtra,3,Malkapur:soybean
Malkapur,soybean,2016,September,1492,2979,3246,3174.0,2016-09-01,Buldhana,Maharashtra,3,Malkapur:soybean
Malkapur,soybean,2016,October,77200,2202,2972,2707.0,2016-10-01,Buldhana,Maharashtra,4,Malkapur:soybean
Malkapur,soybean,2016,November,44445,2185,2871,2691.0,2016-11-01,Buldhana,Maharashtra,4,Malkapur:soybean
Nandura,bajri,2014,October,1051,1237,1420,1337.0,2014-10-01,Buldhana,Maharashtra,4,Nandura:bajri
Nandura,bajri,2014,November,2270,1162,1346,1274.0,2014-11-01,Buldhana,Maharashtra,4,Nandura:bajri
Nandura,bajri,2014,December,453,1094,1327,1227.0,2014-12-01,Buldhana,Maharashtra,4,Nandura:bajri
Nandura,bajri,2015,January,263,1040,1190,1132.0,2015-01-01,Buldhana,Maharashtra,1,Nandura:bajri
Nandura,bajri,2015,February,213,999,1135,1085.0,2015-02-01,Buldhana,Maharashtra,1,Nandura:bajri
Nandura,bajri,2015,March,50,989,1088,1048.0,2015-03-01,Buldhana,Maharashtra,1,Nandura:bajri
Nandura,bajri,2015,April,54,990,1151,1106.0,2015-04-01,Buldhana,Maharashtra,2,Nandura:bajri
Nandura,bajri,2015,May,20,988,1114,1074.0,2015-05-01,Buldhana,Maharashtra,2,Nandura:bajri
Nandura,bajri,2015,June,11,1100,1154,1140.0,2015-06-01,Buldhana,Maharashtra,2,Nandura:bajri
Nandura,bajri,2015,July,11,1047,1098,1094.0,2015-07-01,Buldhana,Maharashtra,3,Nandura:bajri
Nandura,bajri,2015,August,9,1114,1172,1172.0,2015-08-01,Buldhana,Maharashtra,3,Nandura:bajri
Nandura,bajri,2015,September,58,1147,1287,1287.0,2015-09-01,Buldhana,Maharashtra,3,Nandura:bajri
Nandura,bajri,2015,October,125,1147,1265,1265.0,2015-10-01,Buldhana,Maharashtra,4,Nandura:bajri
Nandura,bajri,2015,November,680,1236,1530,1530.0,2015-11-01,Buldhana,Maharashtra,4,Nandura:bajri
Nandura,bajri,2015,December,831,1235,1529,1529.0,2015-12-01,Buldhana,Maharashtra,4,Nandura:bajri
Nandura,bajri,2016,January,246,1207,1389,1389.0,2016-01-01,Buldhana,Maharashtra,1,Nandura:bajri
Nandura,bajri,2016,February,33,1208,1364,1364.0,2016-02-01,Buldhana,Maharashtra,1,Nandura:bajri
Nandura,bajri,2016,March,24,1309,1416,1416.0,2016-03-01,Buldhana,Maharashtra,1,Nandura:bajri
Nandura,bajri,2016,April,24,1469,1608,1608.0,2016-04-01,Buldhana,Maharashtra,2,Nandura:bajri
Nandura,bajri,2016,May,49,1540,1811,1811.0,2016-05-01,Buldhana,Maharashtra,2,Nandura:bajri
Nandura,bajri,2016,June,25,1600,1709,1704.0,2016-06-01,Buldhana,Maharashtra,2,Nandura:bajri
Nandura,bajri,2016,July,6,1487,1603,1603.0,2016-07-01,Buldhana,Maharashtra,3,Nandura:bajri
Nandura,bajri,2016,August,13,1463,1480,1480.0,2016-08-01,Buldhana,Maharashtra,3,Nandura:bajri
Nandura,bajri,2016,September,26,1495,1667,1667.0,2016-09-01,Buldhana,Maharashtra,3,Nandura:bajri
Nandura,bajri,2016,October,134,1278,1540,1540.0,2016-10-01,Buldhana,Maharashtra,4,Nandura:bajri
Nandura,bajri,2016,November,67,1220,1397,1397.0,2016-11-01,Buldhana,Maharashtra,4,Nandura:bajri
Nandura,wheat(husked),2014,September,1241,1399,1538,1482.0,2014-09-01,Buldhana,Maharashtra,3,Nandura:wheat(husked)
Nandura,wheat(husked),2014,October,1356,1404,1527,1469.0,2014-10-01,Buldhana,Maharashtra,4,Nandura:wheat(husked)
Nandura,wheat(husked),2014,November,754,1400,1505,1470.0,2014-11-01,Buldhana,Maharashtra,4,Nandura:wheat(husked)
Nandura,wheat(husked),2014,December,421,1392,1531,1471.0,2014-12-01,Buldhana,Maharashtra,4,Nandura:wheat(husked)
Nandura,wheat(husked),2015,January,559,1388,1540,1482.0,2015-01-01,Buldhana,Maharashtra,1,Nandura:wheat(husked)
Nandura,wheat(husked),2015,February,467,1270,1479,1387.0,2015-02-01,Buldhana,Maharashtra,1,Nandura:wheat(husked)
Nandura,wheat(husked),2015,March,1179,1272,1511,1411.0,2015-03-01,Buldhana,Maharashtra,1,Nandura:wheat(husked)
Nandura,wheat(husked),2015,April,3259,1385,1739,1579.0,2015-04-01,Buldhana,Maharashtra,2,Nandura:wheat(husked)
Nandura,wheat(husked),2015,May,1573,1315,1718,1552.0,2015-05-01,Buldhana,Maharashtra,2,Nandura:wheat(husked)
Nandura,wheat(husked),2015,June,919,1327,1596,1517.0,2015-06-01,Buldhana,Maharashtra,2,Nandura:wheat(husked)
Nandura,wheat(husked),2015,July,520,1361,1574,1544.0,2015-07-01,Buldhana,Maharashtra,3,Nandura:wheat(husked)
Nandura,wheat(husked),2015,August,569,1360,1587,1581.0,2015-08-01,Buldhana,Maharashtra,3,Nandura:wheat(husked)
Nandura,wheat(husked),2015,September,799,1377,1576,1576.0,2015-09-01,Buldhana,Maharashtra,3,Nandura:wheat(husked)
Nandura,wheat(husked),2015,October,942,1418,1611,1611.0,2015-10-01,Buldhana,Maharashtra,4,Nandura:wheat(husked)
Nandura,wheat(husked),2015,November,420,1431,1666,1666.0,2015-11-01,Buldhana,Maharashtra,4,Nandura:wheat(husked)
Nandura,wheat(husked),2015,December,499,1434,1709,1709.0,2015-12-01,Buldhana,Maharashtra,4,Nandura:wheat(husked)
Nandura,wheat(husked),2016,January,306,1416,1619,1619.0,2016-01-01,Buldhana,Maharashtra,1,Nandura:wheat(husked)
Nandura,wheat(husked),2016,February,221,1438,1655,1655.0,2016-02-01,Buldhana,Maharashtra,1,Nandura:wheat(husked)
Nandura,wheat(husked),2016,March,794,1444,1762,1762.0,2016-03-01,Buldhana,Maharashtra,1,Nandura:wheat(husked)
Nandura,wheat(husked),2016,April,634,1463,1838,1838.0,2016-04-01,Buldhana,Maharashtra,2,Nandura:wheat(husked)
Nandura,wheat(husked),2016,May,414,1455,1876,1869.0,2016-05-01,Buldhana,Maharashtra,2,Nandura:wheat(husked)
Nandura,wheat(husked),2016,June,364,1497,1886,1865.0,2016-06-01,Buldhana,Maharashtra,2,Nandura:wheat(husked)
Nandura,wheat(husked),2016,July,126,1526,1888,1861.0,2016-07-01,Buldhana,Maharashtra,3,Nandura:wheat(husked)
Nandura,wheat(husked),2016,August,180,1524,1806,1806.0,2016-08-01,Buldhana,Maharashtra,3,Nandura:wheat(husked)
Nandura,wheat(husked),2016,September,321,1517,1896,1886.0,2016-09-01,Buldhana,Maharashtra,3,Nandura:wheat(husked)
Nandura,wheat(husked),2016,October,236,1520,1773,1773.0,2016-10-01,Buldhana,Maharashtra,4,Nandura:wheat(husked)
Nandura,wheat(husked),2016,November,30,1605,1835,1835.0,2016-11-01,Buldhana,Maharashtra,4,Nandura:wheat(husked)
Nandura,sorgum(jawar),2014,September,517,1127,1330,1240.0,2014-09-01,Buldhana,Maharashtra,3,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2014,October,471,1104,1307,1217.0,2014-10-01,Buldhana,Maharashtra,4,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2014,November,6996,1151,1420,1308.0,2014-11-01,Buldhana,Maharashtra,4,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2014,December,5333,1120,1466,1326.0,2014-12-01,Buldhana,Maharashtra,4,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2015,January,4493,1210,1473,1362.0,2015-01-01,Buldhana,Maharashtra,1,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2015,February,1478,1194,1384,1309.0,2015-02-01,Buldhana,Maharashtra,1,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2015,March,1547,1190,1437,1332.0,2015-03-01,Buldhana,Maharashtra,1,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2015,April,2822,1097,1293,1221.0,2015-04-01,Buldhana,Maharashtra,2,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2015,May,1416,1021,1191,1112.0,2015-05-01,Buldhana,Maharashtra,2,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2015,June,1161,1011,1178,1122.0,2015-06-01,Buldhana,Maharashtra,2,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2015,July,812,1048,1261,1241.0,2015-07-01,Buldhana,Maharashtra,3,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2015,August,1188,1095,1303,1298.0,2015-08-01,Buldhana,Maharashtra,3,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2015,September,1368,1180,1422,1422.0,2015-09-01,Buldhana,Maharashtra,3,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2015,October,2364,1134,1270,1259.0,2015-10-01,Buldhana,Maharashtra,4,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2015,November,3672,1187,1414,1402.0,2015-11-01,Buldhana,Maharashtra,4,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2015,December,1949,1209,1444,1444.0,2015-12-01,Buldhana,Maharashtra,4,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2016,January,1097,1230,1437,1437.0,2016-01-01,Buldhana,Maharashtra,1,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2016,February,838,1235,1429,1429.0,2016-02-01,Buldhana,Maharashtra,1,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2016,March,619,1230,1382,1382.0,2016-03-01,Buldhana,Maharashtra,1,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2016,April,820,1225,1387,1387.0,2016-04-01,Buldhana,Maharashtra,2,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2016,May,827,1253,1427,1419.0,2016-05-01,Buldhana,Maharashtra,2,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2016,June,841,1287,1495,1484.0,2016-06-01,Buldhana,Maharashtra,2,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2016,July,507,1368,1569,1560.0,2016-07-01,Buldhana,Maharashtra,3,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2016,August,804,1422,1553,1553.0,2016-08-01,Buldhana,Maharashtra,3,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2016,September,1562,1438,1619,1614.0,2016-09-01,Buldhana,Maharashtra,3,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2016,October,1107,1313,1564,1564.0,2016-10-01,Buldhana,Maharashtra,4,Nandura:sorgum(jawar)
Nandura,sorgum(jawar),2016,November,1319,1147,1440,1440.0,2016-11-01,Buldhana,Maharashtra,4,Nandura:sorgum(jawar)
Nandura,maize,2014,September,296,1202,1370,1301.0,2014-09-01,Buldhana,Maharashtra,3,Nandura:maize
Nandura,maize,2014,October,183,1032,1304,1237.0,2014-10-01,Buldhana,Maharashtra,4,Nandura:maize
Nandura,maize,2014,November,1164,965,1191,1120.0,2014-11-01,Buldhana,Maharashtra,4,Nandura:maize
Nandura,maize,2014,December,3012,907,1064,1001.0,2014-12-01,Buldhana,Maharashtra,4,Nandura:maize
Nandura,maize,2015,January,1997,1087,1252,1187.0,2015-01-01,Buldhana,Maharashtra,1,Nandura:maize
Nandura,maize,2015,February,1242,997,1147,1092.0,2015-02-01,Buldhana,Maharashtra,1,Nandura:maize
Nandura,maize,2015,March,1055,1006,1185,1119.0,2015-03-01,Buldhana,Maharashtra,1,Nandura:maize
Nandura,maize,2015,April,1267,1009,1207,1137.0,2015-04-01,Buldhana,Maharashtra,2,Nandura:maize
Nandura,maize,2015,May,2763,973,1168,1103.0,2015-05-01,Buldhana,Maharashtra,2,Nandura:maize
Nandura,maize,2015,June,1068,953,1140,1101.0,2015-06-01,Buldhana,Maharashtra,2,Nandura:maize
Nandura,maize,2015,July,154,1029,1298,1282.0,2015-07-01,Buldhana,Maharashtra,3,Nandura:maize
Nandura,maize,2015,August,199,1223,1454,1447.0,2015-08-01,Buldhana,Maharashtra,3,Nandura:maize
Nandura,maize,2015,September,243,1356,1593,1593.0,2015-09-01,Buldhana,Maharashtra,3,Nandura:maize
Nandura,maize,2015,October,1075,1165,1415,1415.0,2015-10-01,Buldhana,Maharashtra,4,Nandura:maize
Nandura,maize,2015,November,2184,1182,1419,1419.0,2015-11-01,Buldhana,Maharashtra,4,Nandura:maize
Nandura,maize,2015,December,2003,1167,1402,1402.0,2015-12-01,Buldhana,Maharashtra,4,Nandura:maize
Nandura,maize,2016,January,1238,1163,1404,1404.0,2016-01-01,Buldhana,Maharashtra,1,Nandura:maize
Nandura,maize,2016,February,963,1148,1377,1377.0,2016-02-01,Buldhana,Maharashtra,1,Nandura:maize
Nandura,maize,2016,March,1064,1153,1356,1350.0,2016-03-01,Buldhana,Maharashtra,1,Nandura:maize
Nandura,maize,2016,April,1956,1095,1351,1351.0,2016-04-01,Buldhana,Maharashtra,2,Nandura:maize
Nandura,maize,2016,May,1832,1126,1399,1389.0,2016-05-01,Buldhana,Maharashtra,2,Nandura:maize
Nandura,maize,2016,June,669,1242,1561,1548.0,2016-06-01,Buldhana,Maharashtra,2,Nandura:maize
Nandura,maize,2016,July,116,1393,1662,1644.0,2016-07-01,Buldhana,Maharashtra,3,Nandura:maize
Nandura,maize,2016,August,124,1421,1699,1699.0,2016-08-01,Buldhana,Maharashtra,3,Nandura:maize
Nandura,maize,2016,September,155,1475,1769,1769.0,2016-09-01,Buldhana,Maharashtra,3,Nandura:maize
Nandura,maize,2016,October,176,1379,1770,1770.0,2016-10-01,Buldhana,Maharashtra,4,Nandura:maize
Nandura,maize,2016,November,1247,1110,1210,1210.0,2016-11-01,Buldhana,Maharashtra,4,Nandura:maize
Nandura,gram,2014,September,663,2208,2576,2412.0,2014-09-01,Buldhana,Maharashtra,3,Nandura:gram
Nandura,gram,2014,October,654,2243,2573,2434.0,2014-10-01,Buldhana,Maharashtra,4,Nandura:gram
Nandura,gram,2014,November,446,2385,2679,2560.0,2014-11-01,Buldhana,Maharashtra,4,Nandura:gram
Nandura,gram,2014,December,353,2220,2535,2427.0,2014-12-01,Buldhana,Maharashtra,4,Nandura:gram
Nandura,gram,2015,January,217,2357,2845,2636.0,2015-01-01,Buldhana,Maharashtra,1,Nandura:gram
Nandura,gram,2015,February,352,2387,2899,2663.0,2015-02-01,Buldhana,Maharashtra,1,Nandura:gram
Nandura,gram,2015,March,2989,2672,3389,3161.0,2015-03-01,Buldhana,Maharashtra,1,Nandura:gram
Nandura,gram,2015,April,3415,3272,3858,3618.0,2015-04-01,Buldhana,Maharashtra,2,Nandura:gram
Nandura,gram,2015,May,1374,3533,4339,4004.0,2015-05-01,Buldhana,Maharashtra,2,Nandura:gram
Nandura,gram,2015,June,624,3525,4123,3927.0,2015-06-01,Buldhana,Maharashtra,2,Nandura:gram
Nandura,gram,2015,July,259,3550,4037,4010.0,2015-07-01,Buldhana,Maharashtra,3,Nandura:gram
Nandura,gram,2015,August,126,3619,4230,4224.0,2015-08-01,Buldhana,Maharashtra,3,Nandura:gram
Nandura,gram,2015,September,95,3593,4555,4555.0,2015-09-01,Buldhana,Maharashtra,3,Nandura:gram
Nandura,gram,2015,October,201,3754,4782,4774.0,2015-10-01,Buldhana,Maharashtra,4,Nandura:gram
Nandura,gram,2015,November,177,3655,4556,4556.0,2015-11-01,Buldhana,Maharashtra,4,Nandura:gram
Nandura,gram,2015,December,114,3534,4321,4321.0,2015-12-01,Buldhana,Maharashtra,4,Nandura:gram
Nandura,gram,2016,January,591,3585,4210,4210.0,2016-01-01,Buldhana,Maharashtra,1,Nandura:gram
